Site name,Site #,U_depth,L_depth,mid_point,BD_reported,BD_estimated,BD_new est,BD_final,SOM,OC,TN,OC_final,CD_reported,OC_stock_reported,CD_calc,TC instead of TOC?,Year_sampled,Age,,,,,,,,,,,,,,,
CJS10 EES C3B,M0393,0.08,0.09,0.085,0.44,0.63,0.65,0.44,,5.77,0.35,5.77,,,0.025,N,2005,,,,,,,,,,,,,,,,
CJS10 EES C3B,M0393,0.09,0.1,0.095,0.51,0.63,0.65,0.51,,5.77,0.35,5.77,,,0.029,N,2005,,,,,,,,,,,,,,,,
CJS10 EES C3B,M0393,0.1,0.12,0.11,0.58,0.65,0.66,0.58,,5.44,0.29,5.44,,,0.032,N,2005,,,,,,,,,,,,,,,,
CJS10 EES C3B,M0393,0.12,0.14,0.13,0.61,0.65,0.66,0.61,,5.44,0.29,5.44,,,0.033,N,2005,,,,,,,,,,,,,,,,
CJS10 EES C3B,M0393,0.14,0.16,0.15,0.74,0.78,0.78,0.74,,3.39,0.17,3.39,,,0.025,N,2005,,,,,,,,,,,,,,,,
CJS10 EES C3B,M0393,0.16,0.18,0.17,0.75,0.78,0.78,0.75,,3.39,0.17,3.39,,,0.025,N,2005,,,,,,,,,,,,,,,,
CJS10 EES C3B,M0393,0.18,0.2,0.19,0.75,0.82,0.81,0.75,,2.96,0.15,2.96,,,0.022,N,2005,,,,,,,,,,,,,,,,
CJS10 EES C3B,M0393,0.2,0.22,0.21,0.79,0.82,0.81,0.79,,2.96,0.15,2.96,,,0.023,N,2005,,,,,,,,,,,,,,,,
CJS10 EES C3B,M0393,0.22,0.24,0.23,0.77,0.73,0.74,0.77,,4,0.2,4,,,0.031,N,2005,,,,,,,,,,,,,,,,
CJS10 EES C3B,M0393,0.24,0.26,0.25,0.78,0.73,0.74,0.78,,4,0.2,4,,,0.031,N,2005,,,,,,,,,,,,,,,,
CJS10 EES C3B,M0393,0.26,0.28,0.27,0.77,0.83,0.82,0.77,,2.8,0.15,2.8,,,0.022,N,2005,,,,,,,,,,,,,,,,
CJS10 EES C3B,M0393,0.28,0.3,0.29,0.76,0.83,0.82,0.76,,2.8,0.15,2.8,,,0.021,N,2005,,,,,,,,,,,,,,,,
CJS10 EES C3B,M0393,0.3,0.32,0.31,0.73,0.82,0.81,0.73,,2.92,0.16,2.92,,,0.021,N,2005,,,,,,,,,,,,,,,,
CJS10 EES C3B,M0393,0.32,0.34,0.33,0.73,0.82,0.81,0.73,,2.92,0.16,2.92,,,0.021,N,2005,,,,,,,,,,,,,,,,
CJS10 EES C3B,M0393,0.34,0.36,0.35,0.83,0.85,0.84,0.83,,2.62,0.13,2.62,,,0.022,N,2005,,,,,,,,,,,,,,,,
CJS10 EES C3B,M0393,0.36,0.38,0.37,0.85,0.85,0.84,0.85,,2.62,0.13,2.62,,,0.022,N,2005,,,,,,,,,,,,,,,,
CJS10 EES C3B,M0393,0.38,0.4,0.39,0.7,0.95,0.94,0.7,,1.81,0.09,1.81,,,0.013,N,2005,,,,,,,,,,,,,,,,
CJS10 EES C3B,M0393,0.4,0.42,0.41,0.89,0.95,0.94,0.89,,1.81,0.09,1.81,,,0.016,N,2005,,,,,,,,,,,,,,,,
CJS10 EES C3B,M0393,0.42,0.44,0.43,0.99,0.95,0.94,0.99,,1.81,0.09,1.81,,,0.018,N,2005,,,,,,,,,,,,,,,,
SCS16 Natural,M0394,0,0.3,0.15,0.8,Err:502,1.62,1.62,,,,0,,60.9,0.02,N,2014,,,,,,,,,,,,,,,,
SCS16 Plantation,M0395,0,0.3,0.15,0.8,Err:502,1.62,1.62,,,,0,,54.3,0.018,N,2014,,,,,,,,,,,,,,,,
GW13 B. gymnorrhiz,M0396,0,0.1,0.05,,0.75,0.75,0.75,,3.76,0.15,3.76,,,0.028,N,2012,,,,,,,,,,,,,,,,
GW13 B. gymnorrhiz,M0396,0.1,0.2,0.15,,0.85,0.84,0.84,,2.6,0.15,2.6,,,0.022,N,2012,,,,,,,,,,,,,,,,
GW13 B. gymnorrhiz,M0396,0.2,0.3,0.25,,0.95,0.93,0.93,,1.84,0.15,1.84,,,0.017,N,2012,,,,,,,,,,,,,,,,
GW13 B. gymnorrhiz,M0396,0.3,0.4,0.35,,1.01,1,1,,1.47,0.15,1.47,,,0.015,N,2012,,,,,,,,,,,,,,,,
GW13 B. gymnorrhiz,M0396,0.4,0.5,0.45,,0.91,0.9,0.9,,2.12,0.15,2.12,,,0.019,N,2012,,,,,,,,,,,,,,,,
GW13 B. gymnorrhiz,M0396,0.5,0.7,0.6,,0.75,0.75,0.75,,3.78,0.15,3.78,,,0.028,N,2012,,,,,,,,,,,,,,,,
GW13 B. gymnorrhiz,M0396,0.7,1,0.85,,0.75,0.76,0.76,,3.72,0.15,3.72,,,0.028,N,2012,,,,,,,,,,,,,,,,
GW13 A. corniculatum + K. Obovata,M0397,0,0.1,0.05,,0.75,0.75,0.75,,3.82,0.19,3.82,,,0.029,N,2012,,,,,,,,,,,,,,,,
GW13 A. corniculatum + K. Obovata,M0397,0.1,0.2,0.15,,0.77,0.77,0.77,,3.56,0.19,3.56,,,0.027,N,2012,,,,,,,,,,,,,,,,
GW13 A. corniculatum + K. Obovata,M0397,0.2,0.3,0.25,,0.81,0.8,0.8,,3.09,0.19,3.09,,,0.025,N,2012,,,,,,,,,,,,,,,,
GW13 A. corniculatum + K. Obovata,M0397,0.3,0.4,0.35,,0.84,0.83,0.83,,2.76,0.19,2.76,,,0.023,N,2012,,,,,,,,,,,,,,,,
GW13 A. corniculatum + K. Obovata,M0397,0.4,0.5,0.45,,0.81,0.8,0.8,,3.06,0.19,3.06,,,0.025,N,2012,,,,,,,,,,,,,,,,
GW13 A. corniculatum + K. Obovata,M0397,0.5,0.7,0.6,,0.86,0.85,0.85,,2.5,0.19,2.5,,,0.021,N,2012,,,,,,,,,,,,,,,,
GW13 A. corniculatum + K. Obovata,M0397,0.7,1,0.85,,0.78,0.78,0.78,,3.34,0.19,3.34,,,0.026,N,2012,,,,,,,,,,,,,,,,
GW13 S. apetala,M0398,0,0.1,0.05,,0.74,0.74,0.74,,3.9,0.21,3.9,,,0.029,N,2012,,,,,,,,,,,,,,,,
GW13 S. apetala,M0398,0.1,0.2,0.15,,0.91,0.9,0.9,,2.12,0.21,2.12,,,0.019,N,2012,,,,,,,,,,,,,,,,
GW13 S. apetala,M0398,0.2,0.3,0.25,,0.95,0.94,0.94,,1.83,0.21,1.83,,,0.017,N,2012,,,,,,,,,,,,,,,,
GW13 S. apetala,M0398,0.3,0.4,0.35,,0.93,0.91,0.91,,1.99,0.21,1.99,,,0.018,N,2012,,,,,,,,,,,,,,,,
GW13 S. apetala,M0398,0.4,0.5,0.45,,0.98,0.97,0.97,,1.61,0.21,1.61,,,0.016,N,2012,,,,,,,,,,,,,,,,
GW13 S. apetala,M0398,0.5,0.7,0.6,,0.97,0.96,0.96,,1.7,0.21,1.7,,,0.016,N,2012,,,,,,,,,,,,,,,,
GW13 S. apetala,M0398,0.7,1,0.85,,1.04,1.03,1.03,,1.31,0.21,1.31,,,0.014,N,2012,,,,,,,,,,,,,,,,
GW13 R. stylosa,M0399,0,0.1,0.05,,0.66,0.67,0.67,,5.24,0.23,5.24,,,0.035,N,2012,,,,,,,,,,,,,,,,
GW13 R. stylosa,M0399,0.1,0.2,0.15,,0.68,0.69,0.69,,4.88,0.23,4.88,,,0.034,N,2012,,,,,,,,,,,,,,,,
GW13 R. stylosa,M0399,0.2,0.3,0.25,,0.67,0.68,0.68,,5.11,0.23,5.11,,,0.035,N,2012,,,,,,,,,,,,,,,,
GW13 R. stylosa,M0399,0.3,0.4,0.35,,0.71,0.72,0.72,,4.32,0.23,4.32,,,0.031,N,2012,,,,,,,,,,,,,,,,
GW13 R. stylosa,M0399,0.4,0.5,0.45,,0.73,0.73,0.73,,4.09,0.23,4.09,,,0.03,N,2012,,,,,,,,,,,,,,,,
GW13 R. stylosa,M0399,0.5,0.7,0.6,,0.79,0.78,0.78,,3.29,0.23,3.29,,,0.026,N,2012,,,,,,,,,,,,,,,,
GW13 R. stylosa,M0399,0.7,1,0.85,,0.76,0.76,0.76,,3.63,0.23,3.63,,,0.028,N,2012,,,,,,,,,,,,,,,,
GW13 A. marina,M0400,0,0.1,0.05,,0.93,0.91,0.91,,1.99,0.14,1.99,,,0.018,N,2012,,,,,,,,,,,,,,,,
GW13 A. marina,M0400,0.1,0.2,0.15,,0.97,0.96,0.96,,1.71,0.14,1.71,,,0.016,N,2012,,,,,,,,,,,,,,,,
GW13 A. marina,M0400,0.2,0.3,0.25,,1.02,1.02,1.02,,1.4,0.14,1.4,,,0.014,N,2012,,,,,,,,,,,,,,,,
GW13 A. marina,M0400,0.3,0.4,0.35,,1.03,1.03,1.03,,1.34,0.14,1.34,,,0.014,N,2012,,,,,,,,,,,,,,,,
GW13 A. marina,M0400,0.4,0.5,0.45,,0.97,0.96,0.96,,1.7,0.14,1.7,,,0.016,N,2012,,,,,,,,,,,,,,,,
GW13 A. marina,M0400,0.5,0.7,0.6,,0.87,0.86,0.86,,2.43,0.14,2.43,,,0.021,N,2012,,,,,,,,,,,,,,,,
GW13 A. marina,M0400,0.7,1,0.85,,0.84,0.83,0.83,,2.76,0.14,2.76,,,0.023,N,2012,,,,,,,,,,,,,,,,
NTT14 Fringe,M0401,0,0.05,0.025,0.75,0.9,0.89,0.75,,2.2,,2.2,,,0.016,N,2012,,,,,,,,,,,,,,,,
NTT14 Fringe,M0401,0.05,0.1,0.075,0.75,0.9,0.88,0.75,,2.21,,2.21,,,0.017,N,2012,,,,,,,,,,,,,,,,
NTT14 Fringe,M0401,0.1,0.15,0.125,0.75,0.9,0.89,0.75,,2.19,,2.19,,,0.016,N,2012,,,,,,,,,,,,,,,,
NTT14 Fringe,M0401,0.15,0.2,0.175,0.77,0.94,0.93,0.77,,1.88,,1.88,,,0.014,N,2012,,,,,,,,,,,,,,,,
NTT14 Fringe,M0401,0.2,0.25,0.225,0.77,0.91,0.9,0.77,,2.11,,2.11,,,0.016,N,2012,,,,,,,,,,,,,,,,
NTT14 Fringe,M0401,0.25,0.3,0.275,0.77,0.92,0.91,0.77,,2.04,,2.04,,,0.016,N,2012,,,,,,,,,,,,,,,,
NTT14 Fringe,M0401,0.3,0.35,0.325,0.78,0.93,0.92,0.78,,1.94,,1.94,,,0.015,N,2012,,,,,,,,,,,,,,,,
NTT14 Fringe,M0401,0.35,0.4,0.375,0.78,0.89,0.88,0.78,,2.28,,2.28,,,0.018,N,2012,,,,,,,,,,,,,,,,
NTT14 Fringe,M0401,0.4,0.45,0.425,0.78,0.89,0.88,0.78,,2.28,,2.28,,,0.018,N,2012,,,,,,,,,,,,,,,,
NTT14 Fringe,M0401,0.45,0.5,0.475,0.78,0.96,0.95,0.78,,1.76,,1.76,,,0.014,N,2012,,,,,,,,,,,,,,,,
NTT14 Fringe,M0401,0.5,0.6,0.55,0.85,0.91,0.9,0.85,,2.07,,2.07,,,0.018,N,2012,,,,,,,,,,,,,,,,
NTT14 Fringe,M0401,0.6,0.7,0.65,0.85,0.94,0.93,0.85,,1.87,,1.87,,,0.016,N,2012,,,,,,,,,,,,,,,,
NTT14 Fringe,M0401,0.7,0.8,0.75,0.85,0.99,0.98,0.85,,1.56,,1.56,,,0.013,N,2012,,,,,,,,,,,,,,,,
NTT14 Fringe,M0401,0.8,0.9,0.85,0.85,1,0.99,0.85,,1.51,,1.51,,,0.013,N,2012,,,,,,,,,,,,,,,,
NTT14 Fringe,M0401,0.9,1,0.95,0.85,1.04,1.03,0.85,,1.32,,1.32,,,0.011,N,2012,,,,,,,,,,,,,,,,
NTT14 Fringe,M0401,1,1.15,1.075,0.99,1.04,1.04,0.99,,1.31,,1.31,,,0.013,N,2012,,,,,,,,,,,,,,,,
NTT14 Fringe,M0401,1.15,1.3,1.225,0.99,0.99,0.98,0.99,,1.56,,1.56,,,0.015,N,2012,,,,,,,,,,,,,,,,
NTT14 Fringe,M0401,1.3,1.45,1.375,0.99,1.01,1,0.99,,1.45,,1.45,,,0.014,N,2012,,,,,,,,,,,,,,,,
NTT14 Fringe,M0401,1.45,1.6,1.525,0.99,1,0.99,0.99,,1.53,,1.53,,,0.015,N,2012,,,,,,,,,,,,,,,,
NTT14 Fringe,M0401,1.6,1.75,1.675,0.99,1,0.99,0.99,,1.5,,1.5,,,0.015,N,2012,,,,,,,,,,,,,,,,
NTT14 Fringe,M0401,1.75,1.9,1.825,0.99,1.01,1.01,0.99,,1.43,,1.43,,,0.014,N,2012,,,,,,,,,,,,,,,,
NTT14 Fringe,M0401,1.9,2.05,1.975,0.99,1.02,1.01,0.99,,1.41,,1.41,,,0.014,N,2012,,,,,,,,,,,,,,,,
NTT14 Fringe,M0401,2.05,2.2,2.125,0.99,1.03,1.02,0.99,,1.37,,1.37,,,0.014,N,2012,,,,,,,,,,,,,,,,
NTT14 Fringe,M0401,2.2,2.35,2.275,0.99,1.03,1.02,0.99,,1.36,,1.36,,,0.013,N,2012,,,,,,,,,,,,,,,,
NTT14 Fringe,M0401,2.35,2.5,2.425,0.99,0.99,0.99,0.99,,1.54,,1.54,,,0.015,N,2012,,,,,,,,,,,,,,,,
NTT14 Fringe,M0401,2.5,4,3.25,1.02,1.02,1.02,1.02,,1.4,,1.4,,,0.014,N,2012,,,,,,,,,,,,,,,,
NTT14 Transitional,M0402,0,0.05,0.025,0.61,0.82,0.81,0.61,,2.94,,2.94,,,0.018,N,2012,,,,,,,,,,,,,,,,
NTT14 Transitional,M0402,0.05,0.1,0.075,0.61,0.8,0.79,0.61,,3.16,,3.16,,,0.019,N,2012,,,,,,,,,,,,,,,,
NTT14 Transitional,M0402,0.1,0.15,0.125,0.61,0.77,0.76,0.61,,3.57,,3.57,,,0.022,N,2012,,,,,,,,,,,,,,,,
NTT14 Transitional,M0402,0.15,0.2,0.175,0.66,0.79,0.78,0.66,,3.31,,3.31,,,0.022,N,2012,,,,,,,,,,,,,,,,
NTT14 Transitional,M0402,0.2,0.25,0.225,0.66,0.85,0.84,0.66,,2.62,,2.62,,,0.017,N,2012,,,,,,,,,,,,,,,,
NTT14 Transitional,M0402,0.25,0.3,0.275,0.66,0.84,0.83,0.66,,2.71,,2.71,,,0.018,N,2012,,,,,,,,,,,,,,,,
NTT14 Transitional,M0402,0.3,0.35,0.325,0.62,0.75,0.76,0.62,,3.72,,3.72,,,0.023,N,2012,,,,,,,,,,,,,,,,
NTT14 Transitional,M0402,0.35,0.4,0.375,0.62,0.85,0.84,0.62,,2.63,,2.63,,,0.016,N,2012,,,,,,,,,,,,,,,,
NTT14 Transitional,M0402,0.4,0.45,0.425,0.62,0.9,0.88,0.88,,2.22,,2.22,,,0.02,N,2012,,,,,,,,,,,,,,,,
NTT14 Transitional,M0402,0.45,0.5,0.475,0.62,0.87,0.86,0.62,,2.45,,2.45,,,0.015,N,2012,,,,,,,,,,,,,,,,
NTT14 Transitional,M0402,0.5,0.6,0.55,0.77,0.88,0.87,0.77,,2.34,,2.34,,,0.018,N,2012,,,,,,,,,,,,,,,,
NTT14 Transitional,M0402,0.6,0.7,0.65,0.77,0.93,0.92,0.77,,1.95,,1.95,,,0.015,N,2012,,,,,,,,,,,,,,,,
NTT14 Transitional,M0402,0.7,0.8,0.75,0.77,0.92,0.91,0.77,,2.02,,2.02,,,0.016,N,2012,,,,,,,,,,,,,,,,
NTT14 Transitional,M0402,0.8,0.9,0.85,0.77,0.98,0.97,0.77,,1.64,,1.64,,,0.013,N,2012,,,,,,,,,,,,,,,,
NTT14 Transitional,M0402,0.9,1,0.95,0.77,0.96,0.95,0.77,,1.72,,1.72,,,0.013,N,2012,,,,,,,,,,,,,,,,
NTT14 Transitional,M0402,1,1.15,1.075,1.08,0.98,0.97,1.08,,1.62,,1.62,,,0.017,N,2012,,,,,,,,,,,,,,,,
NTT14 Transitional,M0402,1.15,1.3,1.225,1.08,1.01,1,1.08,,1.45,,1.45,,,0.016,N,2012,,,,,,,,,,,,,,,,
NTT14 Transitional,M0402,1.3,1.45,1.375,1.08,1.01,1.01,1.08,,1.45,,1.45,,,0.016,N,2012,,,,,,,,,,,,,,,,
NTT14 Transitional,M0402,1.45,1.6,1.525,1.08,1,0.99,1.08,,1.51,,1.51,,,0.016,N,2012,,,,,,,,,,,,,,,,
NTT14 Transitional,M0402,1.6,1.75,1.675,1.08,1.02,1.01,1.08,,1.41,,1.41,,,0.015,N,2012,,,,,,,,,,,,,,,,
NTT14 Transitional,M0402,1.75,1.9,1.825,1.08,1.05,1.05,1.08,,1.27,,1.27,,,0.014,N,2012,,,,,,,,,,,,,,,,
NTT14 Transitional,M0402,1.9,2.05,1.975,1.08,1.03,1.03,1.08,,1.34,,1.34,,,0.014,N,2012,,,,,,,,,,,,,,,,
NTT14 Transitional,M0402,2.05,2.2,2.125,1.08,1.07,1.07,1.08,,1.17,,1.17,,,0.013,N,2012,,,,,,,,,,,,,,,,
NTT14 Transitional,M0402,2.2,2.35,2.275,1.08,1.03,1.03,1.08,,1.35,,1.35,,,0.015,N,2012,,,,,,,,,,,,,,,,
NTT14 Transitional,M0402,2.35,2.5,2.425,1.08,1.04,1.04,1.08,,1.28,,1.28,,,0.014,N,2012,,,,,,,,,,,,,,,,
NTT14 Transitional,M0402,2.5,4,3.25,1.17,1.04,1.04,1.17,,1.3,,1.3,,,0.015,N,2012,,,,,,,,,,,,,,,,
NTT14 Interior,M0403,0,0.05,0.025,0.66,0.76,0.76,0.66,,3.71,,3.71,,,0.024,N,2012,,,,,,,,,,,,,,,,
NTT14 Interior,M0403,0.05,0.1,0.075,0.66,0.79,0.79,0.66,,3.25,,3.25,,,0.021,N,2012,,,,,,,,,,,,,,,,
NTT14 Interior,M0403,0.1,0.15,0.125,0.66,0.83,0.82,0.66,,2.81,,2.81,,,0.019,N,2012,,,,,,,,,,,,,,,,
NTT14 Interior,M0403,0.15,0.2,0.175,0.68,0.82,0.81,0.68,,2.98,,2.98,,,0.02,N,2012,,,,,,,,,,,,,,,,
NTT14 Interior,M0403,0.2,0.25,0.225,0.68,0.75,0.75,0.68,,3.81,,3.81,,,0.026,N,2012,,,,,,,,,,,,,,,,
NTT14 Interior,M0403,0.25,0.3,0.275,0.68,0.79,0.79,0.68,,3.23,,3.23,,,0.022,N,2012,,,,,,,,,,,,,,,,
NTT14 Interior,M0403,0.3,0.35,0.325,0.73,0.78,0.78,0.73,,3.37,,3.37,,,0.025,N,2012,,,,,,,,,,,,,,,,
NTT14 Interior,M0403,0.35,0.4,0.375,0.73,0.83,0.83,0.73,,2.78,,2.78,,,0.02,N,2012,,,,,,,,,,,,,,,,
NTT14 Interior,M0403,0.4,0.45,0.425,0.73,0.84,0.83,0.73,,2.71,,2.71,,,0.02,N,2012,,,,,,,,,,,,,,,,
NTT14 Interior,M0403,0.45,0.5,0.475,0.73,0.86,0.85,0.73,,2.53,,2.53,,,0.018,N,2012,,,,,,,,,,,,,,,,
NTT14 Interior,M0403,0.5,0.6,0.55,0.79,0.86,0.85,0.79,,2.5,,2.5,,,0.02,N,2012,,,,,,,,,,,,,,,,
NTT14 Interior,M0403,0.6,0.7,0.65,0.79,0.83,0.82,0.79,,2.88,,2.88,,,0.023,N,2012,,,,,,,,,,,,,,,,
NTT14 Interior,M0403,0.7,0.8,0.75,0.79,0.93,0.92,0.79,,1.93,,1.93,,,0.015,N,2012,,,,,,,,,,,,,,,,
NTT14 Interior,M0403,0.8,0.9,0.85,0.79,0.91,0.89,0.79,,2.14,,2.14,,,0.017,N,2012,,,,,,,,,,,,,,,,
NTT14 Interior,M0403,0.9,1,0.95,0.79,0.93,0.92,0.79,,1.93,,1.93,,,0.015,N,2012,,,,,,,,,,,,,,,,
NTT14 Interior,M0403,1,1.15,1.075,1.2,0.98,0.97,1.2,,1.61,,1.61,,,0.019,N,2012,,,,,,,,,,,,,,,,
NTT14 Interior,M0403,1.15,1.3,1.225,1.2,1.02,1.01,1.2,,1.43,,1.43,,,0.017,N,2012,,,,,,,,,,,,,,,,
NTT14 Interior,M0403,1.3,1.45,1.375,1.2,1.04,1.03,1.2,,1.32,,1.32,,,0.016,N,2012,,,,,,,,,,,,,,,,
NTT14 Interior,M0403,1.45,1.6,1.525,1.2,0.99,0.98,1.2,,1.57,,1.57,,,0.019,N,2012,,,,,,,,,,,,,,,,
NTT14 Interior,M0403,1.6,1.75,1.675,1.2,1.08,1.08,1.2,,1.12,,1.12,,,0.013,N,2012,,,,,,,,,,,,,,,,
NTT14 Interior,M0403,1.75,1.9,1.825,1.2,1.09,1.1,1.2,,1.08,,1.08,,,0.013,N,2012,,,,,,,,,,,,,,,,
NTT14 Interior,M0403,1.9,2.05,1.975,1.2,1.04,1.04,1.2,,1.3,,1.3,,,0.016,N,2012,,,,,,,,,,,,,,,,
NTT14 Interior,M0403,2.05,2.2,2.125,1.2,1.08,1.08,1.2,,1.12,,1.12,,,0.013,N,2012,,,,,,,,,,,,,,,,
NTT14 Interior,M0403,2.2,2.35,2.275,1.2,1.01,1.01,1.2,,1.44,,1.44,,,0.017,N,2012,,,,,,,,,,,,,,,,
NTT14 Interior,M0403,2.35,2.5,2.425,1.2,1.05,1.05,1.2,,1.25,,1.25,,,0.015,N,2012,,,,,,,,,,,,,,,,
NTT14 Interior,M0403,2.5,4,3.25,1.2,1.04,1.04,1.2,,1.3,,1.3,,,0.016,N,2012,,,,,,,,,,,,,,,,
SJL12 Stony Point,M0404,0,0.1,0.05,0.44,0.71,0.72,0.72,,4.37,,4.37,,,0.031,Y,2009,,,,,,,,,,,,,,,,
SJL12 Stony Point,M0404,0.1,0.3,0.2,0.46,0.78,0.78,0.78,,3.42,,3.42,,,0.027,Y,2009,,,,,,,,,,,,,,,,
SJL12 Stony Point,M0404,0.3,0.6,0.45,0.53,0.83,0.82,0.82,,2.8,,2.8,,,0.023,Y,2009,,,,,,,,,,,,,,,,
SJL12 Stony Point,M0404,0.6,1,0.8,0.54,0.88,0.87,0.87,,2.37,,2.37,,,0.021,Y,2009,,,,,,,,,,,,,,,,
SJL12 Jacks Beach,M0405,0,0.1,0.05,0.46,0.77,0.77,0.77,,3.57,,3.57,,,0.027,Y,2009,,,,,,,,,,,,,,,,
SJL12 Jacks Beach,M0405,0.1,0.3,0.2,0.37,0.7,0.71,0.71,,4.55,,4.55,,,0.032,Y,2009,,,,,,,,,,,,,,,,
SJL12 Jacks Beach,M0405,0.3,0.6,0.45,0.56,0.8,0.79,0.56,,3.17,,3.17,,,0.018,Y,2009,,,,,,,,,,,,,,,,
SJL12 Jacks Beach,M0405,0.6,1,0.8,0.4,0.9,0.89,0.89,,2.2,,2.2,,,0.019,Y,2009,,,,,,,,,,,,,,,,
SJL12 Yaringa,M0406,0,0.1,0.05,0.52,0.74,0.74,0.52,,3.91,,3.91,,,0.02,Y,2009,,,,,,,,,,,,,,,,
SJL12 Yaringa,M0406,0.1,0.3,0.2,0.5,0.85,0.84,0.84,,2.62,,2.62,,,0.022,Y,2009,,,,,,,,,,,,,,,,
SJL12 Yaringa,M0406,0.3,0.6,0.45,0.73,0.9,0.89,0.73,,2.2,,2.2,,,0.016,Y,2009,,,,,,,,,,,,,,,,
SJL12 Yaringa,M0406,0.6,1,0.8,0.79,0.99,0.98,0.79,,1.56,,1.56,,,0.012,Y,2009,,,,,,,,,,,,,,,,
PE16 Punta Cancun Fringe,M0407,0,0.1,0.05,0.72,0.88,0.87,0.72,,2.33,,2.33,,,0.017,Y,2013,,,,,,,,,,,,,,,,
PE16 Punta Cancun Fringe,M0407,0.1,0.25,0.175,0.74,0.62,0.63,0.74,,6.07,,6.07,,,0.045,Y,2013,,,,,,,,,,,,,,,,
PE16 Punta Cancun Fringe,M0407,0.25,0.4,0.325,0.85,0.56,0.58,0.58,,7.44,,7.44,,,0.043,Y,2013,,,,,,,,,,,,,,,,
PE16 Punta Cancun Fringe,M0407,0.4,1,0.7,1.83,0.84,0.83,0.83,,2.77,,2.77,,,0.023,Y,2013,,,,,,,,,,,,,,,,
PE16 Punta Cancun Fringe,M0407,1,1.25,1.125,2.95,1.44,1.43,1.43,,0.28,,0.28,,,0.004,Y,2013,,,,,,,,,,,,,,,,
PE16 Punta Cancun Mudflat,M0408,0,0.12,0.06,1.26,1.05,1.05,1.26,,1.27,,1.27,,,0.016,Y,2013,,,,,,,,,,,,,,,,
PE16 Punta Cancun Mudflat,M0408,0.12,0.8,0.46,2.15,1.28,1.31,1.31,,0.51,,0.51,,,0.007,Y,2013,,,,,,,,,,,,,,,,
PE16 La Salina Mudflat,M0409,0,0.09,0.045,1.38,0.93,0.92,0.92,,1.95,,1.95,,,0.018,Y,2013,,,,,,,,,,,,,,,,
PE16 La Salina Mudflat,M0409,0.09,1.2,0.645,2.55,1.3,1.32,1.32,,0.49,,0.49,,,0.006,Y,2013,,,,,,,,,,,,,,,,
PE16 La Salina Fringe,M0410,0,0.09,0.045,1.67,1.19,1.21,1.21,,0.72,,0.72,,,0.009,Y,2013,,,,,,,,,,,,,,,,
PE16 La Salina Fringe,M0410,0.09,0.46,0.275,2.04,1.02,1.01,1.01,,1.42,,1.42,,,0.014,Y,2013,,,,,,,,,,,,,,,,
PE16 La Salina Fringe,M0410,0.46,1.21,0.835,1.22,0.78,0.78,0.78,,3.39,,3.39,,,0.026,Y,2013,,,,,,,,,,,,,,,,
PE16 La Salina Fringe,M0410,1.21,1.47,1.34,1.89,1.38,1.38,1.38,,0.35,,0.35,,,0.005,Y,2013,,,,,,,,,,,,,,,,
PE16 La Salina Receding/Dead,M0411,0,0.05,0.025,1.07,0.87,0.86,1.07,,2.47,,2.47,,,0.026,Y,2013,,,,,,,,,,,,,,,,
PE16 La Salina Receding/Dead,M0411,0.05,0.45,0.25,0.75,1.07,1.07,1.07,,1.17,,1.17,,,0.013,Y,2013,,,,,,,,,,,,,,,,
PE16 La Salina Receding/Dead,M0411,0.45,0.76,0.605,1.84,0.6,0.62,0.62,,6.41,,6.41,,,0.04,Y,2013,,,,,,,,,,,,,,,,
PE16 La Salina Receding/Dead,M0411,0.76,1.25,1.005,2.22,1.45,1.44,1.44,,0.26,,0.26,,,0.004,Y,2013,,,,,,,,,,,,,,,,
PE16 Sur Mudflat,M0412,0,0.4,0.2,1.47,1.2,1.22,1.47,,0.7,,0.7,,,0.01,Y,2013,,,,,,,,,,,,,,,,
PE16 Sur Mudflat,M0412,0.4,1.2,0.8,1.76,1.16,1.18,1.18,,0.82,,0.82,,,0.01,Y,2013,,,,,,,,,,,,,,,,
PE16 Sur Mudflat,M0412,1.2,1.73,1.465,0.79,0.6,0.62,0.79,,6.42,,6.42,,,0.051,Y,2013,,,,,,,,,,,,,,,,
PE16 Sur Mudflat,M0412,1.73,2,1.865,1.59,1.06,1.06,1.06,,1.2,,1.2,,,0.013,Y,2013,,,,,,,,,,,,,,,,
PE16 Sur Upper Mudflat,M0413,0,0.08,0.04,1.22,1.08,1.09,1.22,,1.11,,1.11,,,0.014,Y,2013,,,,,,,,,,,,,,,,
PE16 Sur Upper Mudflat,M0413,0.08,0.45,0.265,1.94,1.37,1.38,1.38,,0.37,,0.37,,,0.005,Y,2013,,,,,,,,,,,,,,,,
PE16 Sur Upper Mudflat,M0413,0.45,1.18,0.815,1.25,0.75,0.75,0.75,,3.74,,3.74,,,0.028,Y,2013,,,,,,,,,,,,,,,,
PE16 Sur Upper Mudflat,M0413,1.18,1.6,1.39,1.39,0.71,0.72,0.72,,4.39,,4.39,,,0.031,Y,2013,,,,,,,,,,,,,,,,
PE16 Sur Upper Mudflat,M0413,1.6,1.82,1.71,1.42,0.83,0.82,0.82,,2.83,,2.83,,,0.023,Y,2013,,,,,,,,,,,,,,,,
