World_Soil_Map_1974_Group,World_Soil_Map_1974_Subgroup,World_Soil_Map_1984_Group,World_Soil_Map_1984_Subgroup,WRB_1994_Group,WRB_1994_Subgroup,WRB_1998_Group,WRB_1998_Subgroup,WRB_2006_Group,WRB_2006_Prefixes,WRB_2006_Suffixes,WRB_2014_Group,WRB_2014_Subgroup,WRB_2006_NAME,FAO_1974_NAME,WRB_1994_NAME
Kastanozems,,Kastanozems,,Kastanozems,,Kastanozems,,Kastanozems,Haplic,Oxiaquic,,,Haplic Kastanozems, Kastanozems, Kastanozems
Kastanozems,,Kastanozems,,Kastanozems,,Kastanozems,,Kastanozems,Haplic,Greyic,,,Haplic Kastanozems, Kastanozems, Kastanozems
Kastanozems,,Kastanozems,,Kastanozems,,Kastanozems,,Kastanozems,Haplic,Densic,,,Haplic Kastanozems, Kastanozems, Kastanozems
Kastanozems,,Kastanozems,,Kastanozems,,Kastanozems,,Kastanozems,Haplic,Skeletic,,,Haplic Kastanozems, Kastanozems, Kastanozems
Kastanozems,,Kastanozems,,Kastanozems,,Kastanozems,,Kastanozems,Haplic,Arenic,,,Haplic Kastanozems, Kastanozems, Kastanozems
Kastanozems,,Kastanozems,,Kastanozems,,Kastanozems,Siltic,Kastanozems,Haplic,Siltic,,,Haplic Kastanozems, Kastanozems, Kastanozems
Kastanozems,,Kastanozems,,Kastanozems,,Kastanozems,,Kastanozems,Haplic,Clayic,,,Haplic Kastanozems, Kastanozems, Kastanozems
Kastanozems,,Kastanozems,,Kastanozems,,Kastanozems,Chromic,Kastanozems,Haplic,Chromic,,,Haplic Kastanozems, Kastanozems, Kastanozems
Lithosols,,Leptosols,,Leptosols,,Leptosols,,Leptosols,Nudilithic,,,,Nudilithic Leptosols, Lithosols, Leptosols
Lithosols,,Leptosols,Lithic,Leptosols,Lithic,Leptosols,Lithic,Leptosols,Lithic,,,,Lithic Leptosols, Lithosols,Lithic Leptosols
Lithosols,,Leptosols,,Leptosols,,Leptosols,Hyperskeletic,Leptosols,Hyperskeletic,,,,Hyperskeletic Leptosols, Lithosols, Leptosols
Rhendzinas,,Leptosols,Rhendzic,Leptosols,Rhendzic,Leptosols,Rendzic,Leptosols,Rendzic,,,,Rendzic Leptosols, Rhendzinas,Rhendzic Leptosols
Lithosols,,Leptosols,,Leptosols,,Leptosols,,Leptosols,Folic,,,,Folic Leptosols, Lithosols, Leptosols
Lithosols,,Leptosols,,Leptosols,,Leptosols,,Leptosols,Histic,,,,Histic Leptosols, Lithosols, Leptosols
Lithosols,,Leptosols,,Leptosols,,Leptosols,,Leptosols,Technic,,,,Technic Leptosols, Lithosols, Leptosols
Lithosols,,Leptosols,,Leptosols,,Leptosols,,Leptosols,Vertic,,,,Vertic Leptosols, Lithosols, Leptosols
Lithosols,,Leptosols,,Leptosols,,Leptosols,,Leptosols,Salic,,,,Salic Leptosols, Lithosols, Leptosols
Lithosols,,Leptosols,,Leptosols,,Leptosols,Gleyic,Leptosols,Gleyic,,,,Gleyic Leptosols, Lithosols, Leptosols
Lithosols,,Leptosols,,Leptosols,,Leptosols,,Leptosols,Vitric,,,,Vitric Leptosols, Lithosols, Leptosols
Lithosols,,Leptosols,,Leptosols,,Leptosols,,Leptosols,Andic,,,,Andic Leptosols, Lithosols, Leptosols
Lithosols,,Leptosols,,Leptosols,,Leptosols,Calcaric,Leptosols,Stagnic,,,,Stagnic Leptosols, Lithosols, Leptosols
Lithosols,,Leptosols,Mollic,Leptosols,Mollic,Leptosols,Mollic,Leptosols,Mollic,,,,Mollic Leptosols, Lithosols,Mollic Leptosols
Rankers,,Leptosols,Umbric,Leptosols,Umbric,Leptosols,Umbric,Leptosols,Umbric,,,,Umbric Leptosols, Rankers,Umbric Leptosols
Lithosols,,Leptosols,,Leptosols,,Leptosols,,Leptosols,Cambic,,,,Cambic Leptosols, Lithosols, Leptosols
Lithosols,,Leptosols,,Leptosols,,Leptosols,Haplic,Leptosols,Haplic,,,,Haplic Leptosols, Lithosols, Leptosols
Lithosols,,Leptosols,,Leptosols,,Leptosols,,Leptosols,Haplic,Brunic,,,Haplic Leptosols, Lithosols, Leptosols
Lithosols,,Leptosols,,Leptosols,,Leptosols,Gypsiric,Leptosols,Haplic,Gypsiric,,,Haplic Leptosols, Lithosols, Leptosols
Lithosols,,Leptosols,,Leptosols,,Leptosols,,Leptosols,Haplic,Calcaric,,,Haplic Leptosols, Lithosols, Leptosols
Lithosols,,Leptosols,,Leptosols,,Leptosols,,Leptosols,Haplic,Ornithic,,,Haplic Leptosols, Lithosols, Leptosols
Lithosols,,Leptosols,,Leptosols,,Leptosols,,Leptosols,Haplic,Tephric,,,Haplic Leptosols, Lithosols, Leptosols
Lithosols,,Leptosols,,Leptosols,,Leptosols,,Leptosols,Haplic,Protothionic,,,Haplic Leptosols, Lithosols, Leptosols
Lithosols,,Leptosols,,Leptosols,,Leptosols,Humic,Leptosols,Haplic,Humic,,,Haplic Leptosols, Lithosols, Leptosols
Lithosols,,Leptosols,,Leptosols,,Leptosols,,Leptosols,Haplic,Sodic,,,Haplic Leptosols, Lithosols, Leptosols
Lithosols,,Leptosols,Dystric,Leptosols,Dystric,Leptosols,Dystric,Leptosols,Haplic,Dystric,,,Haplic Leptosols, Lithosols,Dystric Leptosols
Lithosols,,Leptosols,Euthric,Leptosols,Euthric,Leptosols,Eutric,Leptosols,Haplic,Eutric,,,Haplic Leptosols, Lithosols,Euthric Leptosols
Lithosols,,Leptosols,,Leptosols,,Leptosols,,Leptosols,Haplic,Oxiaquic,,,Haplic Leptosols, Lithosols, Leptosols
Lithosols,,Leptosols,Gelic,Leptosols,,Leptosols,Gelic,Leptosols,Haplic,Gelic,,,Haplic Leptosols, Lithosols, Leptosols
Lithosols,,Leptosols,,Leptosols,,Leptosols,,Leptosols,Haplic,Placic,,,Haplic Leptosols, Lithosols, Leptosols
Lithosols,,Leptosols,,Leptosols,,Leptosols,,Leptosols,Haplic,Greyic,,,Haplic Leptosols, Lithosols, Leptosols
Lithosols,,Leptosols,,Leptosols,,Leptosols,Yermic,Leptosols,Haplic,Yermic,,,Haplic Leptosols, Lithosols, Leptosols
Lithosols,,Leptosols,,Leptosols,,Leptosols,Aridic,Leptosols,Haplic,Aridic,,,Haplic Leptosols, Lithosols, Leptosols
Lithosols,,Leptosols,,Leptosols,Skeletic,Leptosols,,Leptosols,Haplic,Skeletic,,,Haplic Leptosols, Lithosols,Skeletic Leptosols
Lithosols,,Leptosols,,Leptosols,,Leptosols,,Leptosols,Haplic,Drenic,,,Haplic Leptosols, Lithosols, Leptosols
Lithosols,,Leptosols,,Leptosols,,Leptosols,,Leptosols,Haplic,Novic,,,Haplic Leptosols, Lithosols, Leptosols
Lithosols,,Leptosols,,Leptosols,Cryic,Leptosols,Leptic,Leptosols,Haplic,,,,Haplic Leptosols, Lithosols,Cryic Leptosols
,,Lixisols,,Lixisols,,Lixisols,Vetic,Lixisols,Vetic,,,,Vetic Lixisols, , Lixisols
,,Lixisols,,Lixisols,,Lixisols,Lamellic,Lixisols,Lamellic,,,,Lamellic Lixisols, , Lixisols
,,Lixisols,,Lixisols,,Lixisols,,Lixisols,Cutanic,,,,Cutanic Lixisols, , Lixisols
,,Lixisols,,Lixisols,,Lixisols,,Lixisols,Technic,,,,Technic Lixisols, , Lixisols
,,Lixisols,,Lixisols,,Lixisols,Leptic,Lixisols,Leptic,,,,Leptic Lixisols, , Lixisols
,,Lixisols,Gleyic,Lixisols,Gleyic,Lixisols,Gleyic,Lixisols,Gleyic,,,,Gleyic Lixisols, ,Gleyic Lixisols
,,Lixisols,,Lixisols,,Lixisols,Vitric,Lixisols,Vitric,,,,Vitric Lixisols, , Lixisols
,,Lixisols,,Lixisols,,Lixisols,Andic,Lixisols,Andic,,,,Andic Lixisols, , Lixisols
,,Lixisols,,Lixisols,,Lixisols,,Lixisols,Fractiplinthic,,,,Fractiplinthic Lixisols, , Lixisols
,,Lixisols,,Lixisols,,Lixisols,,Lixisols,Petroplinthic,,,,Petroplinthic Lixisols, , Lixisols
,,Lixisols,,Lixisols,,Lixisols,,Lixisols,Pisoplinthic,,,,Pisoplinthic Lixisols, , Lixisols
,,Lixisols,Plinthic,Lixisols,Plinthic,Lixisols,Plinthic,Lixisols,Plinthic,,,,Plinthic Lixisols, ,Plinthic Lixisols
,,Lixisols,,Lixisols,,Lixisols,,Lixisols,Nitic,,,,Nitic Lixisols, , Lixisols
,,Lixisols,Stagnic,Lixisols,,Lixisols,Stagnic,Lixisols,Stagnic,,,,Stagnic Lixisols, , Lixisols
,,Lixisols,,Lixisols,,Lixisols,Calcic,Lixisols,Calcic,,,,Calcic Lixisols, , Lixisols
,,Lixisols,Haplic,Lixisols,Haplic,Lixisols,Haplic,Lixisols,Haplic,,,,Haplic Lixisols, ,Haplic Lixisols
,,Lixisols,,Lixisols,,Lixisols,,Lixisols,Haplic,Anthric,,,Haplic Lixisols, , Lixisols
,,Lixisols,Albic,Lixisols,Albic,Lixisols,Albic,Lixisols,Haplic,Albic,,,Haplic Lixisols, ,Albic Lixisols
,,Lixisols,,Lixisols,,Lixisols,,Lixisols,Haplic,Fragic,,,Haplic Lixisols, , Lixisols
,,Lixisols,,Lixisols,,Lixisols,,Lixisols,Haplic,Manganiferric,,,Haplic Lixisols, , Lixisols
,,Lixisols,Ferric,Lixisols,Ferric,Lixisols,Ferric,Lixisols,Haplic,Ferric,,,Haplic Lixisols, ,Ferric Lixisols
,,Lixisols,,Lixisols,,Lixisols,Abruptic,Lixisols,Haplic,Abruptic,,,Haplic Lixisols, , Lixisols
,,Lixisols,,Lixisols,,Lixisols,,Lixisols,Haplic,Ruptic,,,Haplic Lixisols, , Lixisols
,,Lixisols,,Lixisols,,Lixisols,Humic,Lixisols,Haplic,Humic,,,Haplic Lixisols, , Lixisols
,,Lixisols,,Lixisols,,Lixisols,,Lixisols,Haplic,Epidystric,,,Haplic Lixisols, , Lixisols
,,Lixisols,,Lixisols,,Lixisols,,Lixisols,Haplic,Hypereutric,,,Haplic Lixisols, , Lixisols
,,Lixisols,,Lixisols,,Lixisols,,Lixisols,Haplic,Oxiaquic,,,Haplic Lixisols, , Lixisols
,,Lixisols,,Lixisols,,Lixisols,,Lixisols,Haplic,Greyic,,,Haplic Lixisols, , Lixisols
,,Lixisols,,Lixisols,,Lixisols,Profondic,Lixisols,Haplic,Profondic,,,Haplic Lixisols, , Lixisols
,,Lixisols,,Lixisols,,Lixisols,Hyperochric,Lixisols,Haplic,Hyperochric,,,Haplic Lixisols, , Lixisols
,,Lixisols,,Lixisols,,Lixisols,,Lixisols,Haplic,Nudiargic,,,Haplic Lixisols, , Lixisols
,,Lixisols,,Lixisols,,Lixisols,,Lixisols,Haplic,Densic,,,Haplic Lixisols, , Lixisols
,,Lixisols,,Lixisols,,Lixisols,,Lixisols,Haplic,Skeletic,,,Haplic Lixisols, , Lixisols
,,Lixisols,,Lixisols,Arenic,Lixisols,Arenic,Lixisols,Haplic,Arenic,,,Haplic Lixisols, ,Arenic Lixisols
,,Lixisols,,Lixisols,,Lixisols,,Lixisols,Haplic,Siltic,,,Haplic Lixisols, , Lixisols
,,Lixisols,,Lixisols,,Lixisols,,Lixisols,Haplic,Clayic,,,Haplic Lixisols, , Lixisols
,,Lixisols,,Lixisols,,Lixisols,Rhodic,Lixisols,Haplic,Rhodic,,,Haplic Lixisols, , Lixisols
,,Lixisols,,Lixisols,,Lixisols,Chromic,Lixisols,Haplic,Chromic,,,Haplic Lixisols, , Lixisols
,,Lixisols,,Lixisols,,Lixisols,,Lixisols,Haplic,Transportic,,,Haplic Lixisols, , Lixisols
,,Lixisols,,Lixisols,,Lixisols,,Lixisols,Haplic,Novic,,,Haplic Lixisols, , Lixisols
,,Lixisols,,Lixisols,,Lixisols,Geric,Lixisols,Haplic,,,,Haplic Lixisols, , Lixisols
Luvisols,,Luvisols,,Luvisols,,Luvisols,Lamellic,Luvisols,Lamellic,,,,Lamellic Luvisols, Luvisols, Luvisols
Luvisols,,Luvisols,,Luvisols,,Luvisols,Cutanic,Luvisols,Cutanic,,,,Cutanic Luvisols, Luvisols, Luvisols
Luvisols,Albic,Luvisols,Albic,Luvisols,Albic,Luvisols,Albic,Luvisols,Albic,,,,Albic Luvisols,Albic Luvisols,Albic Luvisols
Luvisols,,Luvisols,,Luvisols,,Luvisols,,Luvisols,Escalic,,,,Escalic Luvisols, Luvisols, Luvisols
Luvisols,,Luvisols,,Luvisols,,Luvisols,,Luvisols,Technic,,,,Technic Luvisols, Luvisols, Luvisols
Luvisols,,Luvisols,,Luvisols,,Luvisols,Leptic,Luvisols,Leptic,,,,Leptic Luvisols, Luvisols, Luvisols
Luvisols,Vertic,Luvisols,Vertic,Luvisols,Vertic,Luvisols,Vertic,Luvisols,Vertic,,,,Vertic Luvisols,Vertic Luvisols,Vertic Luvisols
Luvisols,Gleyic,Luvisols,Gleyic,Luvisols,Gleyic,Luvisols,Gleyic,Luvisols,Gleyic,,,,Gleyic Luvisols,Gleyic Luvisols,Gleyic Luvisols
Luvisols,,Luvisols,,Luvisols,,Luvisols,Vitric,Luvisols,Vitric,,,,Vitric Luvisols, Luvisols, Luvisols
Luvisols,,Luvisols,,Luvisols,,Luvisols,Andic,Luvisols,Andic,,,,Andic Luvisols, Luvisols, Luvisols
Luvisols,,Luvisols,,Luvisols,,Luvisols,,Luvisols,Nitic,,,,Nitic Luvisols, Luvisols, Luvisols
Luvisols,,Luvisols,Stagnic,Luvisols,,Luvisols,Stagnic,Luvisols,Stagnic,,,,Stagnic Luvisols, Luvisols, Luvisols
Luvisols,Calcic,Luvisols,Calcic,Luvisols,Calcic,Luvisols,Calcic,Luvisols,Calcic,,,,Calcic Luvisols,Calcic Luvisols,Calcic Luvisols
Luvisols,Orthic,Luvisols,Haplic,Luvisols,Haplic,Luvisols,Haplic,Luvisols,Haplic,,,,Haplic Luvisols,Orthic Luvisols,Haplic Luvisols
Luvisols,,Luvisols,,Luvisols,,Luvisols,,Luvisols,Haplic,Anthric,,,Haplic Luvisols, Luvisols, Luvisols
Luvisols,,Luvisols,,Luvisols,,Luvisols,,Luvisols,Haplic,Fragic,,,Haplic Luvisols, Luvisols, Luvisols
Luvisols,,Luvisols,,Luvisols,,Luvisols,,Luvisols,Haplic,Manganiferric,,,Haplic Luvisols, Luvisols, Luvisols
Luvisols,Ferric,Luvisols,Ferric,Luvisols,Ferric,Luvisols,Ferric,Luvisols,Haplic,Ferric,,,Haplic Luvisols,Ferric Luvisols,Ferric Luvisols
Luvisols,,Luvisols,,Luvisols,,Luvisols,,Luvisols,Haplic,Abruptic,,,Haplic Luvisols, Luvisols, Luvisols
Luvisols,,Luvisols,,Luvisols,,Luvisols,,Luvisols,Haplic,Ruptic,,,Haplic Luvisols, Luvisols, Luvisols
Luvisols,,Luvisols,,Luvisols,,Luvisols,,Luvisols,Haplic,Humic,,,Haplic Luvisols, Luvisols, Luvisols
Luvisols,,Luvisols,,Luvisols,,Luvisols,Hyposodic,Luvisols,Haplic,Sodic,,,Haplic Luvisols, Luvisols, Luvisols
Luvisols,,Luvisols,,Luvisols,Dystric,Luvisols,Dystric,Luvisols,Haplic,Epidystric,,,Haplic Luvisols, Luvisols,Dystric Luvisols
Luvisols,,Luvisols,,Luvisols,,Luvisols,,Luvisols,Haplic,Hypereutric,,,Haplic Luvisols, Luvisols, Luvisols
Luvisols,,Luvisols,,Luvisols,,Luvisols,,Luvisols,Haplic,Turbic,,,Haplic Luvisols, Luvisols, Luvisols
Luvisols,,Luvisols,,Luvisols,,Luvisols,,Luvisols,Haplic,Gelic,,,Haplic Luvisols, Luvisols, Luvisols
Luvisols,,Luvisols,,Luvisols,,Luvisols,,Luvisols,Haplic,Oxiaquic,,,Haplic Luvisols, Luvisols, Luvisols
Luvisols,,Luvisols,,Luvisols,,Luvisols,,Luvisols,Haplic,Greyic,,,Haplic Luvisols, Luvisols, Luvisols
Luvisols,,Luvisols,,Luvisols,,Luvisols,Profondic,Luvisols,Haplic,Profondic,,,Haplic Luvisols, Luvisols, Luvisols
Luvisols,,Luvisols,,Luvisols,,Luvisols,Hyperochric,Luvisols,Haplic,Hyperochric,,,Haplic Luvisols, Luvisols, Luvisols
Luvisols,,Luvisols,,Luvisols,,Luvisols,,Luvisols,Haplic,Nudiargic,,,Haplic Luvisols, Luvisols, Luvisols
Luvisols,,Luvisols,,Luvisols,,Luvisols,,Luvisols,Haplic,Densic,,,Haplic Luvisols, Luvisols, Luvisols
Luvisols,,Luvisols,,Luvisols,,Luvisols,,Luvisols,Haplic,Skeletic,,,Haplic Luvisols, Luvisols, Luvisols
Luvisols,,Luvisols,,Luvisols,,Luvisols,Arenic,Luvisols,Haplic,Arenic,,,Haplic Luvisols, Luvisols, Luvisols
Luvisols,,Luvisols,,Luvisols,,Luvisols,,Luvisols,Haplic,Siltic,,,Haplic Luvisols, Luvisols, Luvisols
Luvisols,,Luvisols,,Luvisols,,Luvisols,,Luvisols,Haplic,Clayic,,,Haplic Luvisols, Luvisols, Luvisols
Luvisols,,Luvisols,,Luvisols,,Luvisols,Rhodic,Luvisols,Haplic,Rhodic,,,Haplic Luvisols, Luvisols, Luvisols
Luvisols,Chromic,Luvisols,Chromic,Luvisols,Chromic,Luvisols,Chromic,Luvisols,Haplic,Chromic,,,Haplic Luvisols,Chromic Luvisols,Chromic Luvisols
Luvisols,,Luvisols,,Luvisols,,Luvisols,,Luvisols,Haplic,Transportic,,,Haplic Luvisols, Luvisols, Luvisols
Luvisols,,Luvisols,,Luvisols,,Luvisols,,Luvisols,Haplic,Novic,,,Haplic Luvisols, Luvisols, Luvisols
Nitosols,,Nitosols,,Nitisols,,Nitisols,Vetic,Nitisols,Vetic,,,,Vetic Nitisols, Nitosols, Nitisols
Nitosols,,Nitosols,,Nitisols,,Nitisols,,Nitisols,Technic,,,,Technic Nitisols, Nitosols, Nitisols
Nitosols,,Nitosols,,Nitisols,,Nitisols,Andic,Nitisols,Andic,,,,Andic Nitisols, Nitosols, Nitisols
Nitosols,,Nitosols,,Nitisols,,Nitisols,Ferralic,Nitisols,Ferralic,,,,Ferralic Nitisols, Nitosols, Nitisols
Nitosols,,Nitosols,,Nitisols,Mollic,Nitisols,Mollic,Nitisols,Mollic,,,,Mollic Nitisols, Nitosols,Mollic Nitisols
Nitosols,,Nitosols,,Nitisols,Alic,Nitisols,Alic,Nitisols,Alic,,,,Alic Nitisols, Nitosols,Alic Nitisols
Nitosols,,Nitosols,,Nitisols,,Nitisols,,Nitisols,Acric,,,,Acric Nitisols, Nitosols, Nitisols
Nitosols,,Nitosols,,Nitisols,,Nitisols,,Nitisols,Luvic,,,,Luvic Nitisols, Nitosols, Nitisols
Nitosols,,Nitosols,,Nitisols,,Nitisols,,Nitisols,Lixic,,,,Lixic Nitisols, Nitosols, Nitisols
Nitosols,,Nitosols,,Nitisols,Umbric,Nitisols,Umbric,Nitisols,Umbric,,,,Umbric Nitisols, Nitosols,Umbric Nitisols
Nitosols,,Nitosols,Haplic,Nitisols,,Nitisols,Haplic,Nitisols,Haplic,,,,Haplic Nitisols, Nitosols, Nitisols
Nitosols,Humic,Nitosols,Humic,Nitisols,Humic,Nitisols,Humic,Nitisols,Haplic,Humic,,,Haplic Nitisols,Humic Nitosols,Humic Nitisols
Nitosols,,Nitosols,,Nitisols,,Nitisols,Alumic,Nitisols,Haplic,Alumic,,,Haplic Nitisols, Nitosols, Nitisols
Nitosols,Dystric,Nitosols,,Nitisols,Dystric,Nitisols,Dystric,Nitisols,Haplic,Dystric,,,Haplic Nitisols,Dystric Nitosols,Dystric Nitisols
Nitosols,Euthric,Nitosols,,Nitisols,Euthric,Nitisols,Eutric,Nitisols,Haplic,Eutric,,,Haplic Nitisols,Euthric Nitosols,Euthric Nitisols
Nitosols,,Nitosols,,Nitisols,,Nitisols,,Nitisols,Haplic,Oxiaquic,,,Haplic Nitisols, Nitosols, Nitisols
Nitosols,,Nitosols,,Nitisols,,Nitisols,,Nitisols,Haplic,Coluvic,,,Haplic Nitisols, Nitosols, Nitisols
Nitosols,,Nitosols,,Nitisols,,Nitisols,,Nitisols,Haplic,Densic,,,Haplic Nitisols, Nitosols, Nitisols
Nitosols,Rhodic,Nitosols,Rhodic,Nitisols,Rhodic,Nitisols,Rhodic,Nitisols,Haplic,Rhodic,,,Haplic Nitisols,Rhodic Nitosols,Rhodic Nitisols
Nitosols,,Nitosols,,Nitisols,,Nitisols,,Nitisols,Haplic,Transportic,,,Haplic Nitisols, Nitosols, Nitisols
Nitosols,,Nitosols,,Nitisols,,Nitisols,,Nitisols,Haplic,Novic,,,Haplic Nitisols, Nitosols, Nitisols
Phaeozems,,Phaeozems,,Phaeozems,,Phaeozems,Vermic,Phaeozems,Vermic,,,,Vermic Phaeozems, Phaeozems, Phaeozems
Phaeozems,,Phaeozems,,Phaeozems,Greyic,Phaeozems,Greyic,Phaeozems,Greyic,,,,Greyic Phaeozems, Phaeozems,Greyic Phaeozems
Phaeozems,,Phaeozems,,Phaeozems,,Phaeozems,,Phaeozems,Technic,,,,Technic Phaeozems, Phaeozems, Phaeozems
Phaeozems,,Phaeozems,,Phaeozems,,Phaeozems,,Phaeozems,Rendzic,,,,Rendzic Phaeozems, Phaeozems, Phaeozems
Phaeozems,,Phaeozems,,Phaeozems,,Phaeozems,Leptic,Phaeozems,Leptic,,,,Leptic Phaeozems, Phaeozems, Phaeozems
Phaeozems,,Phaeozems,,Phaeozems,Vertic,Phaeozems,Vertic,Phaeozems,Vertic,,,,Vertic Phaeozems, Phaeozems,Vertic Phaeozems
Phaeozems,,Phaeozems,,Phaeozems,,Phaeozems,,Phaeozems,Endosalic,,,,Endosalic Phaeozems, Phaeozems, Phaeozems
Phaeozems,Gleyic,Phaeozems,Gleyic,Phaeozems,Gleyic,Phaeozems,Gleyic,Phaeozems,Gleyic,,,,Gleyic Phaeozems,Gleyic Phaeozems,Gleyic Phaeozems
Phaeozems,,Phaeozems,,Phaeozems,,Phaeozems,Vitric,Phaeozems,Vitric,,,,Vitric Phaeozems, Phaeozems, Phaeozems
Phaeozems,,Phaeozems,,Phaeozems,,Phaeozems,Andic,Phaeozems,Andic,,,,Andic Phaeozems, Phaeozems, Phaeozems
Phaeozems,,Phaeozems,,Phaeozems,,Phaeozems,,Phaeozems,Ferralic,,,,Ferralic Phaeozems, Phaeozems, Phaeozems
Phaeozems,,Phaeozems,Stagnic,Phaeozems,Stagnic,Phaeozems,Stagnic,Phaeozems,Stagnic,,,,Stagnic Phaeozems, Phaeozems,Stagnic Phaeozems
Phaeozems,,Phaeozems,,Phaeozems,,Phaeozems,,Phaeozems,Petrogypsic,,,,Petrogypsic Phaeozems, Phaeozems, Phaeozems
Phaeozems,,Phaeozems,,Phaeozems,,Phaeozems,,Phaeozems,Petroduric,,,,Petroduric Phaeozems, Phaeozems, Phaeozems
Phaeozems,,Phaeozems,,Phaeozems,,Phaeozems,,Phaeozems,Duric,,,,Duric Phaeozems, Phaeozems, Phaeozems
Phaeozems,,Phaeozems,,Phaeozems,,Phaeozems,,Phaeozems,Petrocalcic,,,,Petrocalcic Phaeozems, Phaeozems, Phaeozems
Phaeozems,Calcic,Phaeozems,,Phaeozems,,Phaeozems,,Phaeozems,Calcic,,,,Calcic Phaeozems,Calcic Phaeozems, Phaeozems
Phaeozems,Luvic,Phaeozems,Luvic,Phaeozems,Luvic,Phaeozems,Luvic,Phaeozems,Luvic,,,,Luvic Phaeozems,Luvic Phaeozems,Luvic Phaeozems
Phaeozems,Orthic,Phaeozems,Haplic,Phaeozems,Haplic,Phaeozems,Haplic,Phaeozems,Haplic,,,,Haplic Phaeozems,Orthic Phaeozems,Haplic Phaeozems
Phaeozems,,Phaeozems,,Phaeozems,,Phaeozems,,Phaeozems,Haplic,Anthric,,,Haplic Phaeozems, Phaeozems, Phaeozems
Phaeozems,,Phaeozems,,Phaeozems,,Phaeozems,Albic,Phaeozems,Haplic,Albic,,,Haplic Phaeozems, Phaeozems, Phaeozems
Phaeozems,,Phaeozems,,Phaeozems,,Phaeozems,Abruptic,Phaeozems,Haplic,Abruptic,,,Haplic Phaeozems, Phaeozems, Phaeozems
Phaeozems,,Phaeozems,,Phaeozems,Glossic,Phaeozems,Glossic,Phaeozems,Haplic,Glossic,,,Haplic Phaeozems, Phaeozems,Glossic Phaeozems
Phaeozems,,Phaeozems,Calcaric,Phaeozems,,Phaeozems,Calcaric,Phaeozems,Haplic,Calcaric,,,Haplic Phaeozems, Phaeozems, Phaeozems
Phaeozems,,Phaeozems,,Phaeozems,,Phaeozems,Tephric,Phaeozems,Haplic,Tephric,,,Haplic Phaeozems, Phaeozems, Phaeozems
Phaeozems,,Phaeozems,,Phaeozems,,Phaeozems,Sodic,Phaeozems,Haplic,Sodic,,,Haplic Phaeozems, Phaeozems, Phaeozems
Phaeozems,,Phaeozems,,Phaeozems,,Phaeozems,Pachic,Phaeozems,Haplic,Pachic,,,Haplic Phaeozems, Phaeozems, Phaeozems
Phaeozems,,Phaeozems,,Phaeozems,,Phaeozems,,Phaeozems,Haplic,Oxiaquic,,,Haplic Phaeozems, Phaeozems, Phaeozems
Phaeozems,,Phaeozems,,Phaeozems,,Phaeozems,,Phaeozems,Haplic,Densic,,,Haplic Phaeozems, Phaeozems, Phaeozems
Phaeozems,,Phaeozems,,Phaeozems,,Phaeozems,Skeletic,Phaeozems,Haplic,Skeletic,,,Haplic Phaeozems, Phaeozems, Phaeozems
Phaeozems,,Phaeozems,,Phaeozems,,Phaeozems,,Phaeozems,Haplic,Arenic,,,Haplic Phaeozems, Phaeozems, Phaeozems
Phaeozems,,Phaeozems,,Phaeozems,,Phaeozems,Siltic,Phaeozems,Haplic,Siltic,,,Haplic Phaeozems, Phaeozems, Phaeozems
Phaeozems,,Phaeozems,,Phaeozems,,Phaeozems,,Phaeozems,Haplic,Clayic,,,Haplic Phaeozems, Phaeozems, Phaeozems
Phaeozems,,Phaeozems,,Phaeozems,,Phaeozems,Chromic,Phaeozems,Haplic,Chromic,,,Haplic Phaeozems, Phaeozems, Phaeozems
Planosols,Solodic,Planosols,,Planosols,,Planosols,,Planosols,Solodic,,,,Solodic Planosols,Solodic Planosols, Planosols
Planosols,,Planosols,,Planosols,,Planosols,,Planosols,Folic,,,,Folic Planosols, Planosols, Planosols
Planosols,,Planosols,,Planosols,Histic,Planosols,Histic,Planosols,Histic,,,,Histic Planosols, Planosols,Histic Planosols
Planosols,,Planosols,,Planosols,,Planosols,,Planosols,Technic,,,,Technic Planosols, Planosols, Planosols
Planosols,,Planosols,,Planosols,Vertic,Planosols,Vertic,Planosols,Vertic,,,,Vertic Planosols, Planosols,Vertic Planosols
Planosols,,Planosols,,Planosols,,Planosols,Endosalic,Planosols,Endosalic,,,,Endosalic Planosols, Planosols, Planosols
Planosols,,Planosols,,Planosols,,Planosols,Plinthic,Planosols,Plinthic,,,,Plinthic Planosols, Planosols, Planosols
Planosols,,Planosols,,Planosols,,Planosols,Gleyic,Planosols,Endogleyic,,,,Endogleyic Planosols, Planosols, Planosols
Planosols,Mollic,Planosols,Mollic,Planosols,Mollic,Planosols,Mollic,Planosols,Mollic,,,,Mollic Planosols,Mollic Planosols,Mollic Planosols
Planosols,,Planosols,,Planosols,,Planosols,Gypsic,Planosols,Gypsic,,,,Gypsic Planosols, Planosols, Planosols
Planosols,,Planosols,,Planosols,,Planosols,,Planosols,Petrocalcic,,,,Petrocalcic Planosols, Planosols, Planosols
Planosols,,Planosols,,Planosols,,Planosols,Calcic,Planosols,Calcic,,,,Calcic Planosols, Planosols, Planosols
Planosols,,Planosols,,Planosols,,Planosols,Alic,Planosols,Alic,,,,Alic Planosols, Planosols, Planosols
