World_Soil_Map_1974_Group,World_Soil_Map_1974_Subgroup,World_Soil_Map_1984_Group,World_Soil_Map_1984_Subgroup,WRB_1994_Group,WRB_1994_Subgroup,WRB_1998_Group,WRB_1998_Subgroup,WRB_2006_Group,WRB_2006_Prefixes,WRB_2006_Suffixes,WRB_2014_Group,WRB_2014_Subgroup,WRB_2006_NAME,FAO_1974_NAME,WRB_1994_NAME
Acrisols,,Acrisols,,Acrisols,,Acrisols,,Acrisols,Haplic,Nudiargic,,,Haplic Acrisols, Acrisols, Acrisols
Acrisols,,Acrisols,,Acrisols,,Acrisols,,Acrisols,Haplic,Densic,,,Haplic Acrisols, Acrisols, Acrisols
Acrisols,,Acrisols,,Acrisols,,Acrisols,Skeletic,Acrisols,Haplic,Skeletic,,,Haplic Acrisols, Acrisols, Acrisols
Acrisols,,Acrisols,,Acrisols,Arenic,Acrisols,Arenic,Acrisols,Haplic,Arenic,,,Haplic Acrisols, Acrisols,Arenic Acrisols
Acrisols,,Acrisols,,Acrisols,,Acrisols,,Acrisols,Haplic,Siltic,,,Haplic Acrisols, Acrisols, Acrisols
Acrisols,,Acrisols,,Acrisols,,Acrisols,,Acrisols,Haplic,Clayic,,,Haplic Acrisols, Acrisols, Acrisols
Acrisols,,Acrisols,,Acrisols,,Acrisols,Rhodic,Acrisols,Haplic,Rhodic,,,Haplic Acrisols, Acrisols, Acrisols
Acrisols,,Acrisols,,Acrisols,,Acrisols,Chromic,Acrisols,Haplic,Chromic,,,Haplic Acrisols, Acrisols, Acrisols
Acrisols,,Acrisols,,Acrisols,,Acrisols,,Acrisols,Haplic,Transportic,,,Haplic Acrisols, Acrisols, Acrisols
Acrisols,,Acrisols,,Acrisols,,Acrisols,,Acrisols,Haplic,Novic,,,Haplic Acrisols, Acrisols, Acrisols
Acrisols,,Acrisols,,Acrisols,,Acrisols,Geric,Acrisols,Haplic,,,,Haplic Acrisols, Acrisols, Acrisols
Podzoluvisols,,Podzoluvisols,,Glossosols,,Albeluvisols,,Albeluvisols,Haplic,,,,Haplic Albeluvisols, Podzoluvisols, Glossosols
Podzoluvisols,,Podzoluvisols,,Glossosols,Fragic,Albeluvisols,Fragic,Albeluvisols,Fragic,,,,Fragic Albeluvisols, Podzoluvisols,Fragic Glossosols
Podzoluvisols,,Podzoluvisols,,Glossosols,,Albeluvisols,,Albeluvisols,Cutanic,,,,Cutanic Albeluvisols, Podzoluvisols, Glossosols
Podzoluvisols,,Podzoluvisols,,Glossosols,,Albeluvisols,,Albeluvisols,Folic,,,,Folic Albeluvisols, Podzoluvisols, Glossosols
Podzoluvisols,,Podzoluvisols,,Glossosols,,Albeluvisols,Histic,Albeluvisols,Histic,,,,Histic Albeluvisols, Podzoluvisols, Glossosols
Podzoluvisols,,Podzoluvisols,,Glossosols,,Albeluvisols,,Albeluvisols,Technic,,,,Technic Albeluvisols, Podzoluvisols, Glossosols
Podzoluvisols,Gleyic,Podzoluvisols,Gleyic,Glossosols,Gleyic,Albeluvisols,Gleyic,Albeluvisols,Gleyic,,,,Gleyic Albeluvisols,Gleyic Podzoluvisols,Gleyic Glossosols
Podzoluvisols,,Podzoluvisols,Stagnic,Glossosols,Stagnic,Albeluvisols,Stagnic,Albeluvisols,Stagnic,,,,Stagnic Albeluvisols, Podzoluvisols,Stagnic Glossosols
Podzoluvisols,,Podzoluvisols,,Glossosols,Umbric,Albeluvisols,Umbric,Albeluvisols,Umbric,,,,Umbric Albeluvisols, Podzoluvisols,Umbric Glossosols
Podzoluvisols,,Podzoluvisols,,Glossosols,,Albeluvisols,,Albeluvisols,Cambic,,,,Cambic Albeluvisols, Podzoluvisols, Glossosols
Podzoluvisols,,Podzoluvisols,,Glossosols,Haplic,Albeluvisols,Haplic,Albeluvisols,Haplic,,,,Haplic Albeluvisols, Podzoluvisols,Haplic Glossosols
Podzoluvisols,,Podzoluvisols,,Glossosols,,Albeluvisols,Abruptic,Albeluvisols,Haplic,Abruptic,,,Haplic Albeluvisols, Podzoluvisols, Glossosols
Podzoluvisols,,Podzoluvisols,,Glossosols,,Albeluvisols,Ferric,Albeluvisols,Haplic,Manganiferric,,,Haplic Albeluvisols, Podzoluvisols, Glossosols
Podzoluvisols,,Podzoluvisols,,Glossosols,,Albeluvisols,,Albeluvisols,Haplic,Ferric,,,Haplic Albeluvisols, Podzoluvisols, Glossosols
Podzoluvisols,,Podzoluvisols,,Glossosols,,Albeluvisols,,Albeluvisols,Haplic,Abruptic,,,Haplic Albeluvisols, Podzoluvisols, Glossosols
Podzoluvisols,,Podzoluvisols,,Glossosols,,Albeluvisols,,Albeluvisols,Haplic,Ruptic,,,Haplic Albeluvisols, Podzoluvisols, Glossosols
Podzoluvisols,,Podzoluvisols,,Glossosols,,Albeluvisols,Alumic,Albeluvisols,Haplic,Alumic,,,Haplic Albeluvisols, Podzoluvisols, Glossosols
Podzoluvisols,Dystric,Podzoluvisols,Dystric,Glossosols,,Albeluvisols,,Albeluvisols,Haplic,Dystric,,,Haplic Albeluvisols,Dystric Podzoluvisols, Glossosols
Podzoluvisols,Eutric,Podzoluvisols,Euthric,Glossosols,Euthric,Albeluvisols,Endoeutric,Albeluvisols,Haplic,Eutric,,,Haplic Albeluvisols,Eutric Podzoluvisols,Euthric Glossosols
Podzoluvisols,,Podzoluvisols,Gelic,Glossosols,Gelic,Albeluvisols,Gelic,Albeluvisols,Haplic,Gelic,,,Haplic Albeluvisols, Podzoluvisols,Gelic Glossosols
Podzoluvisols,,Podzoluvisols,,Glossosols,,Albeluvisols,,Albeluvisols,Haplic,Oxiaquic,,,Haplic Albeluvisols, Podzoluvisols, Glossosols
Podzoluvisols,,Podzoluvisols,,Glossosols,,Albeluvisols,,Albeluvisols,Haplic,Greyic,,,Haplic Albeluvisols, Podzoluvisols, Glossosols
Podzoluvisols,,Podzoluvisols,,Glossosols,,Albeluvisols,,Albeluvisols,Haplic,Densic,,,Haplic Albeluvisols, Podzoluvisols, Glossosols
Podzoluvisols,,Podzoluvisols,,Glossosols,,Albeluvisols,Arenic,Albeluvisols,Haplic,Arenic,,,Haplic Albeluvisols, Podzoluvisols, Glossosols
Podzoluvisols,,Podzoluvisols,,Glossosols,,Albeluvisols,Siltic,Albeluvisols,Haplic,Siltic,,,Haplic Albeluvisols, Podzoluvisols, Glossosols
Podzoluvisols,,Podzoluvisols,,Glossosols,,Albeluvisols,,Albeluvisols,Haplic,Clayic,,,Haplic Albeluvisols, Podzoluvisols, Glossosols
Podzoluvisols,,Podzoluvisols,,Glossosols,,Albeluvisols,,Albeluvisols,Haplic,Drenic,,,Haplic Albeluvisols, Podzoluvisols, Glossosols
Podzoluvisols,,Podzoluvisols,,Glossosols,,Albeluvisols,,Albeluvisols,Haplic,Transportic,,,Haplic Albeluvisols, Podzoluvisols, Glossosols
Podzoluvisols,,Podzoluvisols,,Glossosols,,Albeluvisols,,Albeluvisols,Haplic,Novic,,,Haplic Albeluvisols, Podzoluvisols, Glossosols
Podzoluvisols,,Podzoluvisols,,Glossosols,,Albeluvisols,Alic,Albeluvisols,Haplic,,,,Haplic Albeluvisols, Podzoluvisols, Glossosols
Alisols,,Alisols,,Alisols,,Alisols,,Alisols,Hiperalic,,,,Hiperalic Alisols, Alisols, Alisols
Alisols,,Alisols,,Alisols,,Alisols,Lamellic,Alisols,Lamellic,,,,Lamellic Alisols, Alisols, Alisols
Alisols,,Alisols,,Alisols,Luvic,Alisols,,Alisols,Cutanic,,,,Cutanic Alisols, Alisols,Luvic Alisols
Alisols,,Alisols,,Alisols,,Alisols,Albic,Alisols,Albic,,,,Albic Alisols, Alisols, Alisols
Alisols,,Alisols,,Alisols,,Alisols,,Alisols,Technic,,,,Technic Alisols, Alisols, Alisols
Alisols,,Alisols,,Alisols,,Alisols,,Alisols,Leptic,,,,Leptic Alisols, Alisols, Alisols
Alisols,,Alisols,,Alisols,Vertic,Alisols,Vertic,Alisols,Vertic,,,,Vertic Alisols, Alisols,Vertic Alisols
Alisols,,Alisols,,Alisols,,Alisols,,Alisols,Fractiplinthic,,,,Fractiplinthic Alisols, Alisols, Alisols
Alisols,,Alisols,,Alisols,,Alisols,,Alisols,Petroplinthic,,,,Petroplinthic Alisols, Alisols, Alisols
Alisols,,Alisols,,Alisols,,Alisols,,Alisols,Pisoplinthic,,,,Pisoplinthic Alisols, Alisols, Alisols
Alisols,,Alisols,Plinthic,Alisols,Plinthic,Alisols,Plinthic,Alisols,Plinthic,,,,Plinthic Alisols, Alisols,Plinthic Alisols
Alisols,,Alisols,Gleyic,Alisols,Gleyic,Alisols,Gleyic,Alisols,Gleyic,,,,Gleyic Alisols, Alisols,Gleyic Alisols
Alisols,,Alisols,,Alisols,,Alisols,,Alisols,Vitric,,,,Vitric Alisols, Alisols, Alisols
Alisols,,Alisols,Ferric,Alisols,Ferric,Alisols,Andic,Alisols,Andic,,,,Andic Alisols, Alisols,Ferric Alisols
Alisols,,Alisols,,Alisols,,Alisols,Nitic,Alisols,Nitic,,,,Nitic Alisols, Alisols, Alisols
Alisols,,Alisols,Stagnic,Alisols,,Alisols,Stagnic,Alisols,Stagnic,,,,Stagnic Alisols, Alisols, Alisols
Alisols,,Alisols,,Alisols,,Alisols,Umbric,Alisols,Umbric,,,,Umbric Alisols, Alisols, Alisols
Alisols,,Alisols,Haplic,Alisols,Haplic,Alisols,Haplic,Alisols,Haplic,,,,Haplic Alisols, Alisols,Haplic Alisols
Alisols,,Alisols,,Alisols,,Alisols,,Alisols,Haplic,Antric,,,Haplic Alisols, Alisols, Alisols
Alisols,,Alisols,,Alisols,,Alisols,,Alisols,Haplic,Fragic,,,Haplic Alisols, Alisols, Alisols
Alisols,,Alisols,,Alisols,,Alisols,,Alisols,Haplic,Manganiferric,,,Haplic Alisols, Alisols, Alisols
Alisols,,Alisols,,Alisols,,Alisols,Ferric,Alisols,Haplic,Ferric,,,Haplic Alisols, Alisols, Alisols
Alisols,,Alisols,,Alisols,,Alisols,Abruptic,Alisols,Haplic,Abruptic,,,Haplic Alisols, Alisols, Alisols
Alisols,,Alisols,,Alisols,,Alisols,,Alisols,Haplic,Ruptic,,,Haplic Alisols, Alisols, Alisols
Alisols,,Alisols,,Alisols,,Alisols,,Alisols,Haplic,Alumic,,,Haplic Alisols, Alisols, Alisols
Alisols,,Alisols,Humic,Alisols,Humic,Alisols,Humic,Alisols,Haplic,Humic,,,Haplic Alisols, Alisols,Humic Alisols
Alisols,,Alisols,,Alisols,,Alisols,Hyperdystric,Alisols,Haplic,Hiperdystric,,,Haplic Alisols, Alisols, Alisols
Alisols,,Alisols,,Alisols,,Alisols,,Alisols,Haplic,Epieutric,,,Haplic Alisols, Alisols, Alisols
Alisols,,Alisols,,Alisols,,Alisols,,Alisols,Haplic,Turbic,,,Haplic Alisols, Alisols, Alisols
Alisols,,Alisols,,Alisols,,Alisols,,Alisols,Haplic,Gelic,,,Haplic Alisols, Alisols, Alisols
Alisols,,Alisols,,Alisols,,Alisols,,Alisols,Haplic,Oxiaquic,,,Haplic Alisols, Alisols, Alisols
Alisols,,Alisols,,Alisols,,Alisols,,Alisols,Haplic,Greyic,,,Haplic Alisols, Alisols, Alisols
Alisols,,Alisols,,Alisols,,Alisols,Profondic,Alisols,Haplic,Profundic,,,Haplic Alisols, Alisols, Alisols
Alisols,,Alisols,,Alisols,,Alisols,,Alisols,Haplic,Hyperochric,,,Haplic Alisols, Alisols, Alisols
Alisols,,Alisols,,Alisols,,Alisols,,Alisols,Haplic,Nudiargic,,,Haplic Alisols, Alisols, Alisols
Alisols,,Alisols,,Alisols,,Alisols,,Alisols,Haplic,Densic,,,Haplic Alisols, Alisols, Alisols
Alisols,,Alisols,,Alisols,,Alisols,Skeletic,Alisols,Haplic,Skeletic,,,Haplic Alisols, Alisols, Alisols
Alisols,,Alisols,,Alisols,,Alisols,Arenic,Alisols,Haplic,Arenic,,,Haplic Alisols, Alisols, Alisols
Alisols,,Alisols,,Alisols,,Alisols,,Alisols,Haplic,Siltic,,,Haplic Alisols, Alisols, Alisols
Alisols,,Alisols,,Alisols,,Alisols,,Alisols,Haplic,Clayic,,,Haplic Alisols, Alisols, Alisols
Alisols,,Alisols,,Alisols,,Alisols,Rhodic,Alisols,Haplic,Rhodic,,,Haplic Alisols, Alisols, Alisols
Alisols,,Alisols,,Alisols,Chromic,Alisols,Chromic,Alisols,Haplic,Chromic,,,Haplic Alisols, Alisols,Chromic Alisols
Alisols,,Alisols,,Alisols,,Alisols,,Alisols,Haplic,Transportic,,,Haplic Alisols, Alisols, Alisols
Alisols,,Alisols,,Alisols,,Alisols,,Alisols,Haplic,Novic,,,Haplic Alisols, Alisols, Alisols
Andosols,Vitric,Andosols,Vitric,Andosols,Vitric,Andosols,Vitric,Andosols,Vitric,,,,Vitric Andosols,Vitric Andosols,Vitric Andosols
Andosols,,Andosols,,Andosols,Alic,Andosols,,Andosols,Aluandic,,,,Aluandic Andosols, Andosols,Alic Andosols
Andosols,,Andosols,,Andosols,,Andosols,Eutrisilic,Andosols,Eutrosilic,,,,Eutrosilic Andosols, Andosols, Andosols
Andosols,,Andosols,,Andosols,Silic,Andosols,Silic,Andosols,Silandic,,,,Silandic Andosols, Andosols,Silic Andosols
Andosols,,Andosols,,Andosols,,Andosols,Melanic,Andosols,Melanic,,,,Melanic Andosols, Andosols, Andosols
Andosols,,Andosols,,Andosols,,Andosols,Fulvic,Andosols,Fulvic,,,,Fulvic Andosols, Andosols, Andosols
Andosols,,Andosols,,Andosols,Hydric,Andosols,Hydric,Andosols,Hydric,,,,Hydric Andosols, Andosols,Hydric Andosols
Andosols,,Andosols,,Andosols,,Andosols,,Andosols,Folic,,,,Folic Andosols, Andosols, Andosols
Andosols,,Andosols,,Andosols,,Andosols,Histic,Andosols,Histic,,,,Histic Andosols, Andosols, Andosols
Andosols,,Andosols,,Andosols,,Andosols,,Andosols,Technic,,,,Technic Andosols, Andosols, Andosols
Andosols,,Andosols,,Andosols,,Andosols,Leptic,Andosols,Leptic,,,,Leptic Andosols, Andosols, Andosols
Andosols,,Andosols,Gleyic,Andosols,,Andosols,Gleyic,Andosols,Gleyic,,,,Gleyic Andosols, Andosols, Andosols
Andosols,Mollic,Andosols,Mollic,Andosols,,Andosols,Mollic,Andosols,Mollic,,,,Mollic Andosols,Mollic Andosols, Andosols
Andosols,,Andosols,,Andosols,,Andosols,,Andosols,Gypsic,,,,Gypsic Andosols, Andosols, Andosols
Andosols,,Andosols,,Andosols,,Andosols,,Andosols,Petroduric,,,,Petroduric Andosols, Andosols, Andosols
Andosols,,Andosols,,Andosols,,Andosols,Duric,Andosols,Duric,,,,Duric Andosols, Andosols, Andosols
Andosols,,Andosols,,Andosols,,Andosols,Vetic,Andosols,Calcic,,,,Calcic Andosols, Andosols, Andosols
Andosols,,Andosols,Umbric,Andosols,,Andosols,Umbric,Andosols,Umbric,,,,Umbric Andosols, Andosols, Andosols
Andosols,,Andosols,Haplic,Andosols,,Andosols,Haplic,Andosols,Haplic,,,,Haplic Andosols, Andosols, Andosols
Andosols,,Andosols,,Andosols,,Andosols,,Andosols,Haplic,Anthric,,,Haplic Andosols, Andosols, Andosols
Andosols,,Andosols,,Andosols,,Andosols,,Andosols,Haplic,Fragic,,,Haplic Andosols, Andosols, Andosols
Andosols,,Andosols,,Andosols,,Andosols,Calcaric,Andosols,Haplic,Calcaric,,,Haplic Andosols, Andosols, Andosols
Andosols,,Andosols,,Andosols,,Andosols,,Andosols,Haplic,Coluvic,,,Haplic Andosols, Andosols, Andosols
Andosols,,Andosols,,Andosols,,Andosols,Acroxic,Andosols,Haplic,Acroxic,,,Haplic Andosols, Andosols, Andosols
Andosols,Ochric,Andosols,,Andosols,,Andosols,Sodic,Andosols,Haplic,Sodic,,,Haplic Andosols,Ochric Andosols, Andosols
Andosols,,Andosols,,Andosols,,Andosols,Dystric,Andosols,Haplic,Dystric,,,Haplic Andosols, Andosols, Andosols
Andosols,,Andosols,Gelic,Andosols,Eutric,Andosols,Eutric,Andosols,Haplic,Eutric,,,Haplic Andosols, Andosols,Eutric Andosols
Andosols,,Andosols,,Andosols,,Andosols,,Andosols,Haplic,Turbic,,,Haplic Andosols, Andosols, Andosols
Andosols,,Andosols,,Andosols,,Andosols,,Andosols,Haplic,Gelic,,,Haplic Andosols, Andosols, Andosols
Andosols,,Andosols,,Andosols,,Andosols,,Andosols,Haplic,Oxiaquic,,,Haplic Andosols, Andosols, Andosols
Andosols,,Andosols,,Andosols,,Andosols,Placic,Andosols,Haplic,Placic,,,Haplic Andosols, Andosols, Andosols
Andosols,,Andosols,,Andosols,,Andosols,,Andosols,Haplic,Greyic,,,Haplic Andosols, Andosols, Andosols
Andosols,,Andosols,,Andosols,,Andosols,,Andosols,Haplic,Thixtropic,,,Haplic Andosols, Andosols, Andosols
Andosols,,Andosols,,Andosols,,Andosols,Skeletic,Andosols,Haplic,Skeletic,,,Haplic Andosols, Andosols, Andosols
Andosols,,Andosols,,Andosols,,Andosols,Arenic,Andosols,Haplic,Arenic,,,Haplic Andosols, Andosols, Andosols
Andosols,,Andosols,,Andosols,,Andosols,,Andosols,Haplic,Siltic,,,Haplic Andosols, Andosols, Andosols
Andosols,,Andosols,,Andosols,,Andosols,,Andosols,Haplic,Clayic,,,Haplic Andosols, Andosols, Andosols
Andosols,,Andosols,,Andosols,,Andosols,,Andosols,Haplic,Drenic,,,Haplic Andosols, Andosols, Andosols
Andosols,,Andosols,,Andosols,,Andosols,,Andosols,Haplic,Transportic,,,Haplic Andosols, Andosols, Andosols
Andosols,,Andosols,,Andosols,,Andosols,,Andosols,Haplic,Novic,,,Haplic Andosols, Andosols, Andosols
Andosols,,Andosols,,Andosols,Pachic,Andosols,Pachic,Andosols,Haplic,,,,Haplic Andosols, Andosols,Pachic Andosols
Andosols,,Andosols,,Andosols,Hydralic,Andosols,,Andosols,Haplic,,,,Haplic Andosols, Andosols,Hydralic Andosols
Andosols,,Andosols,,Andosols,Pachalic,Andosols,,Andosols,Haplic,,,,Haplic Andosols, Andosols,Pachalic Andosols
Andosols,Humic,Andosols,,Andosols,,Andosols,Luvic,Andosols,Haplic,,,,Haplic Andosols,Humic Andosols, Andosols
Andosols,,Andosols,,Andosols,,Andosols,Thaptic,Andosols,Haplic,,,,Haplic Andosols, Andosols, Andosols
Andosols,,Andosols,Anthrosols,Andosols,Anthrosols,Andosols,Anthrosols,Andosols,Anthrosols,,,,Anthrosols Andosols, Andosols,Anthrosols Andosols
Andosols,,Andosols,Aric,Andosols,Hydragric,Andosols,Hydragric,Andosols,Hydragric,,,,Hydragric Andosols, Andosols,Hydragric Andosols
Andosols,,Andosols,,Andosols,Irragric,Andosols,Irragric,Andosols,Irragric,,,,Irragric Andosols, Andosols,Irragric Andosols
Andosols,,Andosols,Cumulic,Andosols,Cumulic,Andosols,Terric,Andosols,Terric,,,,Terric Andosols, Andosols,Cumulic Andosols
Andosols,,Andosols,,Andosols,,Andosols,Plaggic,Andosols,Plaggic,,,,Plaggic Andosols, Andosols, Andosols
Andosols,,Andosols,,Andosols,Hortic,Andosols,Hortic,Andosols,Hortic,,,,Hortic Andosols, Andosols,Hortic Andosols
Andosols,,Andosols,,Andosols,,Andosols,,Andosols,Escalic,,,,Escalic Andosols, Andosols, Andosols
Andosols,,Andosols,,Andosols,,Andosols,,Andosols,Technic,,,,Technic Andosols, Andosols, Andosols
Andosols,,Andosols,,Andosols,,Andosols,,Andosols,Fluvic,,,,Fluvic Andosols, Andosols, Andosols
Andosols,,Andosols,,Andosols,,Andosols,,Andosols,Salic,,,,Salic Andosols, Andosols, Andosols
Andosols,,Andosols,,Andosols,,Andosols,Gleyic,Andosols,Gleyic,,,,Gleyic Andosols, Andosols, Andosols
Andosols,,Andosols,,Andosols,,Andosols,Spodic,Andosols,Spodic,,,,Spodic Andosols, Andosols, Andosols
Andosols,,Andosols,,Andosols,,Andosols,Ferralic,Andosols,Ferralic,,,,Ferralic Andosols, Andosols, Andosols
Andosols,,Andosols,,Andosols,,Andosols,Stagnic,Andosols,Stagnic,,,,Stagnic Andosols, Andosols, Andosols
Andosols,,Andosols,,Andosols,,Andosols,Regic,Andosols,Regic,,,,Regic Andosols, Andosols, Andosols
Andosols,,Andosols,,Andosols,,Andosols,,Andosols,Haplic,Sodic,,,Haplic Andosols, Andosols, Andosols
Andosols,,Andosols,,Andosols,,Andosols,,Andosols,Haplic,Alcalic,,,Haplic Andosols, Andosols, Andosols
Andosols,,Andosols,,Andosols,,Andosols,,Andosols,Haplic,Dystric,,,Haplic Andosols, Andosols, Andosols
Andosols,,Andosols,,Andosols,,Andosols,,Andosols,Haplic,Eutric,,,Haplic Andosols, Andosols, Andosols
Andosols,,Andosols,,Andosols,,Andosols,,Andosols,Haplic,Oxiaquic,,,Haplic Andosols, Andosols, Andosols
Andosols,,Andosols,,Andosols,,Andosols,,Andosols,Haplic,Densic,,,Haplic Andosols, Andosols, Andosols
Andosols,,Andosols,,Andosols,,Andosols,Arenic,Andosols,Haplic,Arenic,,,Haplic Andosols, Andosols, Andosols
Andosols,,Andosols,,Andosols,,Andosols,,Andosols,Haplic,Siltic,,,Haplic Andosols, Andosols, Andosols
Andosols,,Andosols,,Andosols,,Andosols,,Andosols,Haplic,Clayic,,,Haplic Andosols, Andosols, Andosols
Andosols,,Andosols,,Andosols,,Andosols,,Andosols,Haplic,Novic,,,Haplic Andosols, Andosols, Andosols
Andosols,,Andosols,,Andosols,,Andosols,Luvic,Andosols,Haplic,,,,Haplic Andosols, Andosols, Andosols
Andosols,,Andosols,Fimic,Andosols,,Andosols,,Technosols,Haplic,,,,Haplic Technosols, Andosols, Andosols
Andosols,,Andosols,Urbic,Andosols,,Andosols,,Technosols,Haplic,,,,Haplic Technosols, Andosols, Andosols
Arenosols,,Arenosols,,Arenosols,,Arenosols,Lamellic,Arenosols,Lamellic,,,,Lamellic Arenosols, Arenosols, Arenosols
Arenosols,Luvic,Arenosols,Luvic,Arenosols,Luvic,Arenosols,Hypoluvic,Arenosols,Hypoluvic,,,,Hypoluvic Arenosols,Luvic Arenosols,Luvic Arenosols
Arenosols,,Arenosols,,Arenosols,,Arenosols,,Arenosols,Hyperalbic,,,,Hyperalbic Arenosols, Arenosols, Arenosols
Arenosols,Albic,Arenosols,Albic,Arenosols,Albic,Arenosols,Albic,Arenosols,Albic,,,,Albic Arenosols,Albic Arenosols,Albic Arenosols
Arenosols,,Arenosols,,Arenosols,,Arenosols,Rubic,Arenosols,Rubic,,,,Rubic Arenosols, Arenosols, Arenosols
Arenosols,Cambic,Arenosols,Cambic,Arenosols,Cambic,Arenosols,,Arenosols,Brunic,,,,Brunic Arenosols,Cambic Arenosols,Cambic Arenosols
Arenosols,,Arenosols,,Arenosols,,Arenosols,,Arenosols,Hydrophobic,,,,Hydrophobic Arenosols, Arenosols, Arenosols
Arenosols,,Arenosols,,Arenosols,Protic,Arenosols,Protic,Arenosols,Protic,,,,Protic Arenosols, Arenosols,Protic Arenosols
Arenosols,,Arenosols,,Arenosols,,Arenosols,,Arenosols,Folic,,,,Folic Arenosols, Arenosols, Arenosols
Arenosols,,Arenosols,,Arenosols,,Arenosols,,Arenosols,Technic,,,,Technic Arenosols, Arenosols, Arenosols
Arenosols,,Arenosols,,Arenosols,,Arenosols,,Arenosols,Endosalic,,,,Endosalic Arenosols, Arenosols, Arenosols
Arenosols,,Arenosols,,Arenosols,,Arenosols,,Arenosols,Endogleyic,,,,Endogleyic Arenosols, Arenosols, Arenosols
Arenosols,,Arenosols,,Arenosols,,Arenosols,,Arenosols,Fractiplinthic,,,,Fractiplinthic Arenosols, Arenosols, Arenosols
Arenosols,,Arenosols,,Arenosols,,Arenosols,,Arenosols,Petroplinthic,,,,Petroplinthic Arenosols, Arenosols, Arenosols
Arenosols,,Arenosols,,Arenosols,,Arenosols,,Arenosols,Pisoplinthic,,,,Pisoplinthic Arenosols, Arenosols, Arenosols
Arenosols,,Arenosols,,Arenosols,,Arenosols,Plinthic,Arenosols,Plinthic,,,,Plinthic Arenosols, Arenosols, Arenosols
Arenosols,Ferralic,Arenosols,Ferralic,Arenosols,Ferralic,Arenosols,Ferralic,Arenosols,Ferralic,,,,Ferralic Arenosols,Ferralic Arenosols,Ferralic Arenosols
Arenosols,,Arenosols,,Arenosols,,Arenosols,,Arenosols,Endostagnic,,,,Endostagnic Arenosols, Arenosols, Arenosols
Arenosols,,Arenosols,Haplic,Arenosols,Haplic,Arenosols,Haplic,Arenosols,Haplic,,,,Haplic Arenosols, Arenosols,Haplic Arenosols
Arenosols,,Arenosols,,Arenosols,,Arenosols,,Arenosols,Haplic,Ornithic,,,Haplic Arenosols, Arenosols, Arenosols
Arenosols,,Arenosols,,Arenosols,Gypsiric,Arenosols,Gypsiric,Arenosols,Haplic,Gypsiric,,,Haplic Arenosols, Arenosols,Gypsiric Arenosols
Arenosols,,Arenosols,Calcaric,Arenosols,Calcaric,Arenosols,Calcaric,Arenosols,Haplic,Calcaric,,,Haplic Arenosols, Arenosols,Calcaric Arenosols
Arenosols,,Arenosols,,Arenosols,,Arenosols,Tephric,Arenosols,Haplic,Tephric,,,Haplic Arenosols, Arenosols, Arenosols
Arenosols,,Arenosols,,Arenosols,,Arenosols,Hyposalic,Arenosols,Haplic,Hyposalic,,,Haplic Arenosols, Arenosols, Arenosols
Arenosols,,Arenosols,,Arenosols,,Arenosols,Dystric,Arenosols,Haplic,Dystric,,,Haplic Arenosols, Arenosols, Arenosols
Arenosols,,Arenosols,,Arenosols,,Arenosols,Eutric,Arenosols,Haplic,Eutric,,,Haplic Arenosols, Arenosols, Arenosols
Arenosols,,Arenosols,Gleyic,Arenosols,,Arenosols,Gleyic,Arenosols,Haplic,Petrogleyic,,,Haplic Arenosols, Arenosols, Arenosols
Arenosols,,Arenosols,,Arenosols,,Arenosols,,Arenosols,Haplic,Turbic,,,Haplic Arenosols, Arenosols, Arenosols
Arenosols,,Arenosols,,Arenosols,,Arenosols,Gelic,Arenosols,Haplic,Gelic,,,Haplic Arenosols, Arenosols, Arenosols
Arenosols,,Arenosols,,Arenosols,,Arenosols,,Arenosols,Haplic,Greyic,,,Haplic Arenosols, Arenosols, Arenosols
Arenosols,,Arenosols,,Arenosols,,Arenosols,,Arenosols,Haplic,Placic,,,Haplic Arenosols, Arenosols, Arenosols
Arenosols,,Arenosols,,Arenosols,,Arenosols,,Arenosols,Haplic,Hyperochric,,,Haplic Arenosols, Arenosols, Arenosols
Arenosols,,Arenosols,,Arenosols,,Arenosols,Yermic,Arenosols,Haplic,Yermic,,,Haplic Arenosols, Arenosols, Arenosols
Arenosols,,Arenosols,,Arenosols,,Arenosols,Aridic,Arenosols,Haplic,Aridic,,,Haplic Arenosols, Arenosols, Arenosols
Arenosols,,Arenosols,,Arenosols,,Arenosols,,Arenosols,Haplic,Transportic,,,Haplic Arenosols, Arenosols, Arenosols
Arenosols,,Arenosols,,Arenosols,,Arenosols,,Arenosols,Haplic,Novic,,,Haplic Arenosols, Arenosols, Arenosols
Arenosols,,Arenosols,,Arenosols,Leptic,Arenosols,,Arenosols,Haplic,,,,Haplic Arenosols, Arenosols,Leptic Arenosols
Arenosols,,Arenosols,,Arenosols,,Arenosols,Hypoduric,Arenosols,Haplic,,,,Haplic Arenosols, Arenosols, Arenosols
Arenosols,,Arenosols,,Arenosols,,Arenosols,Fragic,Arenosols,Haplic,,,,Haplic Arenosols, Arenosols, Arenosols
Calcisols,,Calcisols,Petric,Calcisols,Petric,Calcisols,Petric,Calcisols,Petric,,,,Petric Calcisols, Calcisols,Petric Calcisols
Calcisols,,Calcisols,,Calcisols,,Calcisols,Hypercalcic,Calcisols,Hypercalcic,,,,Hypercalcic Calcisols, Calcisols, Calcisols
